Ciudad,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Bogotá,Medio Ambiente,4,1,2023-06-05
Bogotá,Educación,2,2,2023-01-06
Pereira,Salud,1,2,2023-06-13
Bogotá,Medio Ambiente,4,1,2024-09-10
Cali,Educación,2,1,2023-12-16
Bucaramanga,Salud,1,1,2023-05-15
Manizales,Educación,2,1,2023-09-27
Pereira,Salud,1,1,2023-05-15
Cali,Seguridad,3,2,2023-02-28
Cali,Salud,1,4,2024-05-15
Pereira,Medio Ambiente,4,2,2024-11-14
Cartagena,Educación,2,3,2024-05-28
Barranquilla,Salud,1,2,2023-04-10
Bucaramanga,Educación,2,1,2024-03-25
Santa Marta,Salud,1,3,2023-04-18
Bucaramanga,Seguridad,3,2,2023-12-31
Cartagena,Educación,2,2,2023-11-21
Bucaramanga,Seguridad,3,4,2023-09-12
Cartagena,Medio Ambiente,4,3,2023-08-29
Cali,Educación,2,1,2024-05-23
Pereira,Medio Ambiente,4,1,2024-05-06
Cali,Educación,2,2,2023-10-18
Santa Marta,Educación,2,1,2024-02-25
Cartagena,Medio Ambiente,4,1,2024-11-07
Medellín,Medio Ambiente,4,2,2023-10-03
Bogotá,Medio Ambiente,4,2,2023-01-17
Pereira,Medio Ambiente,4,4,2024-09-13
Pereira,Medio Ambiente,4,3,2024-04-01
Bogotá,Educación,2,3,2023-09-18
Bucaramanga,Seguridad,3,4,2024-03-19
Bucaramanga,Seguridad,3,4,2024-01-23
Pereira,Salud,1,2,2023-07-27
Barranquilla,Educación,2,4,2024-04-19
Pereira,Educación,2,3,2023-08-03
Cartagena,Educación,2,4,2023-11-29
Cúcuta,Educación,2,3,2024-03-20
Cúcuta,Educación,2,4,2023-02-13
Cali,Educación,2,2,2023-04-13
Cartagena,Seguridad,3,4,2023-12-13
Medellín,Educación,2,3,2024-01-04
Santa Marta,Educación,2,1,2023-02-13
Barranquilla,Medio Ambiente,4,1,2024-02-16
Cúcuta,Salud,1,1,2023-01-29
Bucaramanga,Medio Ambiente,4,2,2023-06-29
Cúcuta,Medio Ambiente,4,1,2023-11-04
Cartagena,Educación,2,2,2024-08-07
Manizales,Medio Ambiente,4,4,2024-11-20
Manizales,Medio Ambiente,4,2,2023-06-10
Barranquilla,Medio Ambiente,4,4,2023-06-17
Bogotá,Educación,2,2,2024-05-19
Manizales,Educación,2,3,2023-09-27
Bucaramanga,Educación,2,4,2023-04-07
Bogotá,Seguridad,3,2,2023-02-10
Cartagena,Salud,1,3,2024-06-05
Cúcuta,Seguridad,3,3,2024-06-29
Bogotá,Medio Ambiente,4,1,2023-10-23
Cali,Salud,1,3,2023-01-06
Bogotá,Medio Ambiente,4,3,2023-07-26
Cali,Seguridad,3,3,2024-03-30
Medellín,Salud,1,2,2024-05-04
Bucaramanga,Medio Ambiente,4,1,2023-08-23
Bogotá,Seguridad,3,1,2023-03-12
Bucaramanga,Medio Ambiente,4,2,2024-08-08
Cartagena,Medio Ambiente,4,4,2023-04-14
Manizales,Salud,1,3,2024-03-19
Cartagena,Educación,2,3,2023-11-22
Cartagena,Educación,2,4,2023-02-14
Medellín,Salud,1,1,2023-02-18
Pereira,Salud,1,1,2023-12-16
Cartagena,Salud,1,4,2023-08-20
Manizales,Medio Ambiente,4,1,2024-06-03
Cartagena,Educación,2,3,2024-05-01
Barranquilla,Medio Ambiente,4,2,2023-02-20
Bucaramanga,Educación,2,4,2024-07-31
Santa Marta,Educación,2,3,2023-08-17
Manizales,Medio Ambiente,4,4,2023-11-29
Santa Marta,Medio Ambiente,4,4,2023-09-18
Santa Marta,Educación,2,2,2023-06-03
Bucaramanga,Salud,1,1,2024-05-22
Cartagena,Salud,1,2,2024-10-03
Cartagena,Seguridad,3,3,2023-03-11
Bogotá,Educación,2,4,2023-12-23
Cúcuta,Seguridad,3,3,2023-10-20
Pereira,Medio Ambiente,4,4,2024-06-13
Medellín,Educación,2,3,2023-03-10
Bucaramanga,Educación,2,1,2023-02-08
Cúcuta,Educación,2,4,2024-10-27
Cúcuta,Medio Ambiente,4,3,2024-05-13
Santa Marta,Salud,1,2,2023-09-06
Cartagena,Medio Ambiente,4,2,2024-07-28
Barranquilla,Salud,1,2,2023-12-04
Cartagena,Salud,1,4,2024-07-13
Bogotá,Educación,2,3,2023-07-30
Cúcuta,Salud,1,1,2023-07-24
Cúcuta,Educación,2,2,2023-08-02
Cúcuta,Medio Ambiente,4,4,2024-02-17
Cali,Seguridad,3,4,2024-01-25
Cartagena,Medio Ambiente,4,1,2024-02-20
Cartagena,Educación,2,3,2024-01-10
Pereira,Educación,2,4,2023-08-31
Cartagena,Medio Ambiente,4,2,2023-05-20
Barranquilla,Educación,2,3,2024-03-10
Cali,Medio Ambiente,4,4,2024-07-15
Manizales,Seguridad,3,3,2024-02-28
Cúcuta,Educación,2,1,2024-11-28
Medellín,Salud,1,2,2024-11-25
Medellín,Medio Ambiente,4,4,2023-03-29
Cali,Educación,2,4,2023-06-14
Bucaramanga,Medio Ambiente,4,4,2023-07-27
Bucaramanga,Medio Ambiente,4,3,2024-10-09
Bogotá,Medio Ambiente,4,1,2023-07-01
Cúcuta,Salud,1,2,2024-08-05
Bucaramanga,Medio Ambiente,4,3,2024-04-13
Cali,Educación,2,4,2023-02-01
Cúcuta,Medio Ambiente,4,1,2023-09-16
Bucaramanga,Medio Ambiente,4,3,2023-08-11
Cúcuta,Educación,2,3,2024-05-09
Bucaramanga,Educación,2,1,2023-10-11
Manizales,Seguridad,3,2,2023-12-16
Santa Marta,Medio Ambiente,4,2,2023-09-18
Bogotá,Educación,2,2,2023-01-25
Bogotá,Medio Ambiente,4,2,2023-05-09
Bogotá,Seguridad,3,2,2023-09-03
Barranquilla,Educación,2,3,2023-12-24
Cúcuta,Educación,2,1,2024-09-04
Cartagena,Salud,1,4,2024-02-25
Medellín,Medio Ambiente,4,4,2024-09-12
Bogotá,Medio Ambiente,4,1,2023-03-04
Medellín,Seguridad,3,2,2024-06-25
Cali,Salud,1,2,2024-03-31
Cali,Medio Ambiente,4,2,2024-08-22
Santa Marta,Medio Ambiente,4,1,2024-02-17
Cúcuta,Salud,1,2,2024-07-10
Bucaramanga,Educación,2,3,2023-01-17
Cali,Educación,2,4,2024-01-26
Barranquilla,Medio Ambiente,4,2,2023-08-10
Barranquilla,Salud,1,4,2024-08-16
Santa Marta,Salud,1,4,2024-07-02
Manizales,Seguridad,3,4,2024-09-15
Pereira,Seguridad,3,4,2023-04-01
Bucaramanga,Educación,2,4,2024-07-26
Cúcuta,Salud,1,2,2024-05-06
Cali,Seguridad,3,1,2023-03-22
Barranquilla,Seguridad,3,2,2023-06-12
Medellín,Seguridad,3,2,2024-11-08
Barranquilla,Medio Ambiente,4,3,2023-07-25
Medellín,Educación,2,3,2024-02-22
Cartagena,Salud,1,1,2023-09-08
Medellín,Medio Ambiente,4,4,2023-12-10
Cúcuta,Educación,2,4,2023-09-15
Cartagena,Seguridad,3,3,2023-02-24
Barranquilla,Medio Ambiente,4,1,2023-07-20
Bogotá,Salud,1,2,2024-08-08
Cartagena,Educación,2,3,2024-07-04
Cúcuta,Educación,2,4,2024-06-23
Santa Marta,Salud,1,1,2023-02-21
Medellín,Medio Ambiente,4,3,2024-02-29
Bucaramanga,Salud,1,2,2024-03-24
Manizales,Salud,1,2,2024-07-24
Pereira,Medio Ambiente,4,2,2024-11-04
Barranquilla,Medio Ambiente,4,3,2024-03-03
Cali,Educación,2,1,2023-09-19
Barranquilla,Salud,1,4,2023-11-17
Medellín,Salud,1,3,2024-09-21
Bucaramanga,Salud,1,1,2023-11-30
Cartagena,Medio Ambiente,4,2,2023-06-28
Medellín,Medio Ambiente,4,3,2023-12-13
Pereira,Educación,2,3,2024-06-06
Manizales,Educación,2,4,2023-12-23
Santa Marta,Salud,1,4,2024-10-21
Santa Marta,Seguridad,3,3,2023-02-12
Medellín,Seguridad,3,1,2024-07-20
Manizales,Seguridad,3,3,2023-05-21
Pereira,Medio Ambiente,4,1,2023-09-09
Barranquilla,Medio Ambiente,4,3,2024-07-15
Cali,Educación,2,4,2024-06-03
Medellín,Seguridad,3,2,2023-09-13
Santa Marta,Medio Ambiente,4,1,2023-06-22
Medellín,Medio Ambiente,4,4,2024-03-07
Manizales,Salud,1,2,2023-09-04
Bogotá,Educación,2,3,2023-12-14
Bucaramanga,Educación,2,3,2023-10-31
Manizales,Educación,2,3,2023-07-11
Santa Marta,Educación,2,4,2024-11-17
Cúcuta,Educación,2,1,2023-11-15
Cali,Medio Ambiente,4,1,2024-02-27
Cúcuta,Educación,2,1,2023-11-28
Cúcuta,Medio Ambiente,4,3,2024-09-18
Pereira,Salud,1,1,2024-08-18
Cartagena,Educación,2,3,2024-01-02
Medellín,Educación,2,1,2024-11-13
Cúcuta,Educación,2,4,2024-02-23
Medellín,Medio Ambiente,4,4,2023-04-30
Pereira,Seguridad,3,2,2023-05-23
Bucaramanga,Educación,2,2,2024-01-27
Santa Marta,Seguridad,3,4,2023-11-15
Bogotá,Educación,2,3,2023-06-18
Cúcuta,Educación,2,2,2024-03-07
Pereira,Seguridad,3,3,2024-01-18
Medellín,Educación,2,1,2023-09-15
Bogotá,Seguridad,3,3,2024-01-01
Manizales,Medio Ambiente,4,3,2023-03-23
Cali,Medio Ambiente,4,2,2024-01-29
Medellín,Salud,1,3,2023-11-26
Cali,Medio Ambiente,4,1,2023-04-03
Santa Marta,Medio Ambiente,4,4,2024-07-06
Cúcuta,Seguridad,3,2,2024-03-08
Santa Marta,Seguridad,3,4,2023-11-08
Santa Marta,Educación,2,3,2024-10-26
Santa Marta,Seguridad,3,4,2024-01-19
Barranquilla,Educación,2,3,2024-01-05
Medellín,Educación,2,2,2023-11-16
Barranquilla,Educación,2,1,2023-03-27
Barranquilla,Seguridad,3,1,2024-02-25
Cúcuta,Medio Ambiente,4,2,2023-05-13
Cali,Salud,1,3,2024-01-21
Cartagena,Educación,2,1,2024-11-24
Santa Marta,Educación,2,3,2024-08-27
Barranquilla,Medio Ambiente,4,1,2023-06-21
Cali,Medio Ambiente,4,4,2023-06-08
Barranquilla,Medio Ambiente,4,1,2023-10-12
Cartagena,Seguridad,3,3,2024-01-30
Bucaramanga,Educación,2,1,2024-01-25
Bucaramanga,Medio Ambiente,4,3,2023-01-15
Bucaramanga,Salud,1,1,2023-03-23
Barranquilla,Educación,2,4,2023-05-29
Cali,Salud,1,2,2024-03-10
Cúcuta,Educación,2,2,2024-06-07
Cartagena,Seguridad,3,1,2023-11-17
Cartagena,Educación,2,1,2023-11-14
Santa Marta,Educación,2,2,2024-11-07
Cali,Educación,2,4,2023-10-25
Cali,Medio Ambiente,4,4,2024-07-31
Manizales,Salud,1,1,2024-11-15
Manizales,Educación,2,2,2023-08-26
Cúcuta,Educación,2,2,2023-09-18
Santa Marta,Salud,1,2,2023-01-25
Cartagena,Salud,1,1,2023-05-31
Bogotá,Educación,2,4,2024-02-12
Bogotá,Educación,2,2,2024-09-17
Pereira,Educación,2,1,2023-07-29
Barranquilla,Medio Ambiente,4,3,2024-05-09
Santa Marta,Educación,2,3,2024-02-23
Medellín,Salud,1,2,2023-05-25
Manizales,Educación,2,2,2024-10-14
Barranquilla,Educación,2,4,2023-04-24
Manizales,Medio Ambiente,4,1,2024-07-31
Manizales,Medio Ambiente,4,1,2024-01-09
Medellín,Medio Ambiente,4,4,2023-05-25
Manizales,Medio Ambiente,4,2,2023-08-27
Santa Marta,Salud,1,2,2023-09-10
Barranquilla,Medio Ambiente,4,2,2023-01-11
Cartagena,Seguridad,3,3,2024-04-14
Medellín,Medio Ambiente,4,3,2024-10-03
Pereira,Seguridad,3,2,2023-03-10
Pereira,Salud,1,2,2024-09-15
Santa Marta,Educación,2,3,2023-11-13
Santa Marta,Salud,1,1,2023-08-05
Medellín,Seguridad,3,4,2023-07-22
Manizales,Salud,1,3,2023-12-27
Pereira,Seguridad,3,1,2023-12-27
Medellín,Educación,2,4,2024-04-26
Santa Marta,Seguridad,3,3,2024-01-30
Cali,Seguridad,3,1,2024-03-09
Manizales,Salud,1,4,2024-04-10
Pereira,Educación,2,3,2024-05-16
Santa Marta,Salud,1,4,2024-02-23
Cúcuta,Medio Ambiente,4,4,2024-03-13
Cúcuta,Salud,1,1,2024-08-26
Santa Marta,Salud,1,4,2024-03-02
Bogotá,Medio Ambiente,4,4,2023-11-29
Medellín,Seguridad,3,4,2023-10-25
Pereira,Salud,1,4,2023-02-18
Manizales,Medio Ambiente,4,3,2023-05-17
Medellín,Educación,2,4,2024-05-08
Barranquilla,Educación,2,4,2023-08-01
Santa Marta,Educación,2,3,2024-05-19
Manizales,Medio Ambiente,4,4,2024-01-18
Cali,Educación,2,2,2023-07-31
Santa Marta,Medio Ambiente,4,1,2023-09-15
Pereira,Medio Ambiente,4,4,2023-01-05
Bogotá,Medio Ambiente,4,1,2024-06-29
Santa Marta,Seguridad,3,1,2023-06-08
Cali,Medio Ambiente,4,2,2024-09-12
Medellín,Educación,2,4,2024-02-21
Cali,Seguridad,3,1,2023-10-15
Bucaramanga,Medio Ambiente,4,4,2023-02-17
Cúcuta,Educación,2,2,2023-07-25
Santa Marta,Seguridad,3,4,2024-02-17
Barranquilla,Educación,2,1,2024-07-29
Santa Marta,Seguridad,3,4,2023-11-20
Santa Marta,Educación,2,2,2024-09-29
Bogotá,Educación,2,3,2024-08-11
Cartagena,Medio Ambiente,4,4,2023-03-07
Santa Marta,Educación,2,2,2024-05-19
Barranquilla,Educación,2,1,2023-10-25
Manizales,Seguridad,3,3,2024-11-29
Bogotá,Salud,1,2,2023-11-10
Bucaramanga,Medio Ambiente,4,3,2024-07-28
Santa Marta,Seguridad,3,3,2023-03-10
Barranquilla,Medio Ambiente,4,2,2023-03-06
Cúcuta,Medio Ambiente,4,4,2024-08-05
Bucaramanga,Seguridad,3,2,2023-07-13
Manizales,Salud,1,4,2023-05-23
Cúcuta,Seguridad,3,1,2024-05-30
Cúcuta,Educación,2,2,2023-01-15
Cartagena,Medio Ambiente,4,3,2023-04-30
Bogotá,Medio Ambiente,4,2,2023-12-13
Bucaramanga,Seguridad,3,1,2024-01-19
Manizales,Medio Ambiente,4,1,2024-04-17
Bucaramanga,Salud,1,1,2023-08-19
Manizales,Medio Ambiente,4,3,2023-10-07
Manizales,Medio Ambiente,4,4,2024-09-08
Manizales,Medio Ambiente,4,4,2023-07-20
Pereira,Educación,2,4,2023-07-15
Bucaramanga,Educación,2,2,2024-06-04
Santa Marta,Medio Ambiente,4,2,2024-04-20
Medellín,Seguridad,3,4,2024-09-11
Cali,Seguridad,3,1,2023-12-08
Bucaramanga,Salud,1,4,2024-02-06
Manizales,Educación,2,3,2023-07-10
Cúcuta,Medio Ambiente,4,2,2023-06-07
Santa Marta,Medio Ambiente,4,4,2023-04-04
Cartagena,Medio Ambiente,4,1,2024-01-01
Medellín,Seguridad,3,1,2024-06-30
Santa Marta,Seguridad,3,2,2023-09-28
Santa Marta,Salud,1,3,2023-08-09
Manizales,Seguridad,3,4,2024-05-19
Barranquilla,Educación,2,2,2024-07-28
Cúcuta,Medio Ambiente,4,4,2024-05-25
Bogotá,Salud,1,3,2024-05-16
Bucaramanga,Salud,1,3,2024-06-27
Medellín,Salud,1,3,2024-08-03
Pereira,Seguridad,3,1,2024-10-10
Manizales,Salud,1,4,2023-10-23
Manizales,Medio Ambiente,4,3,2023-08-10
Bucaramanga,Medio Ambiente,4,2,2023-01-25
Bucaramanga,Educación,2,2,2024-12-01
Bucaramanga,Educación,2,1,2024-07-18
Cúcuta,Educación,2,3,2023-01-20
Manizales,Seguridad,3,2,2024-03-11
Bogotá,Educación,2,4,2024-05-13
Manizales,Seguridad,3,1,2024-10-09
Cúcuta,Educación,2,4,2024-08-19
Cartagena,Educación,2,1,2024-02-26
Bogotá,Seguridad,3,2,2024-11-27
Pereira,Salud,1,4,2023-11-20
Manizales,Educación,2,3,2023-10-04
Bucaramanga,Medio Ambiente,4,1,2024-06-10
Cúcuta,Medio Ambiente,4,4,2024-01-22
Cartagena,Salud,1,3,2023-04-17
Medellín,Seguridad,3,2,2023-12-31
Cartagena,Salud,1,3,2023-03-13
Barranquilla,Educación,2,1,2023-08-06
Pereira,Medio Ambiente,4,4,2023-03-15
Santa Marta,Salud,1,4,2024-07-01
Cartagena,Medio Ambiente,4,3,2023-05-01
Cali,Medio Ambiente,4,4,2024-01-14
Barranquilla,Educación,2,2,2024-03-21
Medellín,Educación,2,3,2024-08-23
Bogotá,Salud,1,3,2023-02-12
Barranquilla,Seguridad,3,3,2024-10-02
Medellín,Seguridad,3,4,2023-04-08
Santa Marta,Seguridad,3,2,2024-04-13
Cartagena,Educación,2,4,2024-04-16
Cartagena,Seguridad,3,1,2023-04-03
Cartagena,Seguridad,3,4,2023-03-17
Pereira,Medio Ambiente,4,2,2023-02-22
Santa Marta,Educación,2,3,2023-10-25
Pereira,Salud,1,2,2023-07-07
Cartagena,Educación,2,3,2023-11-10
Manizales,Salud,1,1,2023-09-18
Santa Marta,Educación,2,3,2024-08-23
Cúcuta,Medio Ambiente,4,3,2023-10-11
Cúcuta,Salud,1,2,2023-05-13
Manizales,Seguridad,3,2,2023-08-26
Cúcuta,Medio Ambiente,4,2,2023-11-01
Manizales,Medio Ambiente,4,2,2023-04-25
Santa Marta,Medio Ambiente,4,2,2024-08-26
Cartagena,Educación,2,2,2023-06-05
Barranquilla,Medio Ambiente,4,4,2024-04-14
Bogotá,Salud,1,1,2024-02-27
Manizales,Seguridad,3,3,2024-11-24
Cartagena,Salud,1,1,2024-09-23
Bucaramanga,Educación,2,4,2024-06-04
Cartagena,Seguridad,3,4,2024-10-08
Pereira,Medio Ambiente,4,2,2024-01-28
Manizales,Salud,1,2,2024-02-29
Medellín,Medio Ambiente,4,4,2023-05-07
Cartagena,Seguridad,3,1,2024-05-06
Cúcuta,Salud,1,1,2023-04-01
Bucaramanga,Educación,2,1,2024-10-13
Cali,Medio Ambiente,4,4,2023-02-22
Bucaramanga,Seguridad,3,4,2023-03-23
Santa Marta,Medio Ambiente,4,2,2023-10-07
Cali,Medio Ambiente,4,1,2023-07-15
Cali,Seguridad,3,4,2024-02-15
Bucaramanga,Medio Ambiente,4,4,2024-04-28
Manizales,Salud,1,3,2023-03-08
Bucaramanga,Seguridad,3,1,2024-05-07
Cúcuta,Educación,2,3,2024-06-08
Pereira,Educación,2,3,2023-07-23
Pereira,Educación,2,3,2023-05-30
Bogotá,Medio Ambiente,4,3,2024-09-07
Bucaramanga,Seguridad,3,4,2024-03-08
Barranquilla,Seguridad,3,3,2023-12-23
Bucaramanga,Salud,1,3,2024-11-23
Medellín,Salud,1,3,2023-12-11
Cúcuta,Salud,1,3,2024-02-05
Bogotá,Educación,2,4,2023-08-30
Bogotá,Seguridad,3,1,2023-08-03
Cali,Medio Ambiente,4,1,2024-10-04
Bogotá,Educación,2,4,2023-09-10
Manizales,Salud,1,4,2024-09-01
Bogotá,Salud,1,2,2023-01-19
Medellín,Salud,1,2,2024-07-18
Cartagena,Educación,2,3,2024-08-13
Cali,Salud,1,4,2023-09-22
Cartagena,Salud,1,3,2024-01-19
Bogotá,Educación,2,3,2023-09-12
Bucaramanga,Medio Ambiente,4,2,2023-06-26
Bogotá,Educación,2,3,2024-01-06
Barranquilla,Educación,2,2,2023-07-21
Manizales,Seguridad,3,3,2024-01-13
Bogotá,Salud,1,3,2024-03-26
Cúcuta,Educación,2,2,2023-12-03
Barranquilla,Educación,2,2,2023-08-14
Pereira,Medio Ambiente,4,4,2023-03-08
Pereira,Salud,1,1,2023-02-07
Cali,Medio Ambiente,4,3,2024-03-26
Manizales,Salud,1,3,2023-12-16
Barranquilla,Educación,2,3,2024-02-18
Medellín,Educación,2,1,2024-03-07
Pereira,Seguridad,3,1,2024-09-02
Cartagena,Educación,2,2,2023-08-21
Cali,Educación,2,4,2024-02-03
Bogotá,Medio Ambiente,4,2,2023-09-26
Pereira,Salud,1,3,2023-01-25
Barranquilla,Seguridad,3,2,2024-06-13
Bogotá,Medio Ambiente,4,3,2024-03-15
Cartagena,Seguridad,3,3,2024-09-10
Bucaramanga,Seguridad,3,2,2024-07-31
Barranquilla,Seguridad,3,4,2024-01-22
Santa Marta,Medio Ambiente,4,4,2023-07-10
Santa Marta,Medio Ambiente,4,4,2024-07-18
Bucaramanga,Seguridad,3,3,2024-08-24
Cartagena,Educación,2,3,2023-08-12
Santa Marta,Educación,2,3,2023-07-08
Bucaramanga,Educación,2,1,2024-08-18
Medellín,Educación,2,1,2024-03-16
Pereira,Medio Ambiente,4,3,2024-10-24
Bogotá,Salud,1,2,2023-04-17
Pereira,Educación,2,1,2023-10-26
Bogotá,Medio Ambiente,4,1,2024-09-03
Bogotá,Seguridad,3,1,2023-12-06
Pereira,Seguridad,3,3,2024-09-29
Bucaramanga,Salud,1,2,2024-04-13
Pereira,Salud,1,2,2023-04-20
Cartagena,Medio Ambiente,4,1,2024-04-12
Bogotá,Educación,2,1,2024-04-30
Pereira,Educación,2,3,2023-10-21
Santa Marta,Medio Ambiente,4,2,2024-05-10
Bucaramanga,Salud,1,3,2023-10-18
Bogotá,Seguridad,3,1,2024-01-11
Santa Marta,Medio Ambiente,4,4,2024-04-04
Barranquilla,Educación,2,2,2024-09-22
Santa Marta,Medio Ambiente,4,2,2024-07-31
Cartagena,Educación,2,2,2023-09-28
Cúcuta,Salud,1,1,2023-02-21
Medellín,Educación,2,3,2023-04-15
Pereira,Salud,1,3,2024-09-11
Bogotá,Medio Ambiente,4,2,2024-03-20
Cartagena,Seguridad,3,1,2023-10-14
Barranquilla,Educación,2,1,2024-10-02
Santa Marta,Seguridad,3,1,2024-02-25
Cartagena,Educación,2,1,2023-08-14
Santa Marta,Salud,1,3,2023-01-13
Pereira,Seguridad,3,3,2023-01-15
Barranquilla,Medio Ambiente,4,2,2023-01-26
Bogotá,Salud,1,3,2024-01-29
Cúcuta,Medio Ambiente,4,4,2024-06-14
Santa Marta,Medio Ambiente,4,4,2024-01-06
Cali,Salud,1,4,2023-11-23
Bogotá,Seguridad,3,4,2024-03-13
Cúcuta,Educación,2,4,2023-04-24
Medellín,Educación,2,3,2023-11-26
Manizales,Medio Ambiente,4,1,2024-08-28
Santa Marta,Seguridad,3,1,2023-05-13
Cúcuta,Educación,2,2,2023-02-25
Medellín,Salud,1,2,2024-08-06
Cartagena,Medio Ambiente,4,1,2023-04-17
Medellín,Seguridad,3,3,2024-04-20
Medellín,Educación,2,4,2023-06-18
Medellín,Medio Ambiente,4,2,2023-06-24
Cartagena,Salud,1,1,2023-11-19
Cali,Educación,2,1,2024-09-23
Manizales,Seguridad,3,3,2024-07-05
Pereira,Seguridad,3,1,2023-05-11
Pereira,Educación,2,3,2023-04-18
Barranquilla,Salud,1,2,2024-10-08
Cúcuta,Medio Ambiente,4,2,2023-09-19
Cartagena,Salud,1,4,2024-11-07
Bucaramanga,Educación,2,2,2023-07-03
Bogotá,Educación,2,4,2023-09-16
Cartagena,Medio Ambiente,4,4,2023-08-21
Pereira,Medio Ambiente,4,4,2024-02-25
Bogotá,Salud,1,3,2024-08-23
Bogotá,Educación,2,3,2023-07-28
Barranquilla,Salud,1,1,2024-08-30
Santa Marta,Medio Ambiente,4,2,2023-08-21
Cúcuta,Seguridad,3,1,2023-08-07
Cartagena,Medio Ambiente,4,2,2024-09-10
Pereira,Medio Ambiente,4,1,2023-10-05
Cali,Salud,1,3,2023-07-18
Cartagena,Educación,2,1,2024-07-14
Manizales,Seguridad,3,1,2023-01-15
Medellín,Seguridad,3,4,2024-09-14
Medellín,Educación,2,3,2024-02-18
Bucaramanga,Seguridad,3,4,2023-01-15
Cartagena,Medio Ambiente,4,4,2023-07-19
Bogotá,Educación,2,1,2024-09-07
Pereira,Seguridad,3,4,2024-10-01
Cali,Educación,2,4,2024-08-18
Bucaramanga,Salud,1,3,2024-04-17
Bucaramanga,Salud,1,3,2024-05-24
Medellín,Medio Ambiente,4,3,2024-02-25
Bucaramanga,Medio Ambiente,4,4,2024-04-22
Cali,Educación,2,2,2023-04-11
Pereira,Educación,2,3,2024-03-07
Manizales,Medio Ambiente,4,3,2023-11-02
Barranquilla,Educación,2,2,2023-07-21
Santa Marta,Seguridad,3,4,2023-04-07
Cúcuta,Salud,1,2,2023-09-06
Medellín,Salud,1,2,2024-02-14
Barranquilla,Salud,1,3,2023-03-14
Manizales,Medio Ambiente,4,1,2024-04-18
Pereira,Salud,1,2,2023-09-13
Cali,Medio Ambiente,4,1,2023-07-08
Manizales,Educación,2,2,2023-01-15
Barranquilla,Educación,2,2,2023-05-10
Bucaramanga,Medio Ambiente,4,3,2024-01-02
Bucaramanga,Medio Ambiente,4,4,2023-01-09
Cali,Medio Ambiente,4,3,2023-10-27
Cartagena,Medio Ambiente,4,3,2024-06-16
Pereira,Educación,2,1,2023-07-12
Bogotá,Educación,2,2,2024-02-14
Cartagena,Educación,2,1,2023-10-20
Pereira,Medio Ambiente,4,3,2024-10-27
Cali,Seguridad,3,1,2024-04-17
Manizales,Educación,2,4,2023-09-08
Cartagena,Salud,1,1,2024-07-16
Barranquilla,Educación,2,1,2024-10-10
Pereira,Salud,1,3,2023-12-03
Pereira,Educación,2,1,2023-09-07
Bucaramanga,Educación,2,4,2024-03-23
Cartagena,Educación,2,1,2023-07-20
Medellín,Seguridad,3,3,2023-11-30
Bucaramanga,Educación,2,1,2024-05-05
Medellín,Salud,1,2,2024-10-30
Manizales,Salud,1,1,2024-09-11
Pereira,Medio Ambiente,4,1,2024-11-02
Pereira,Seguridad,3,1,2024-03-13
Bogotá,Medio Ambiente,4,4,2024-10-06
Santa Marta,Educación,2,2,2024-11-30
Bogotá,Medio Ambiente,4,3,2023-11-12
Bucaramanga,Seguridad,3,3,2024-09-10
Manizales,Medio Ambiente,4,1,2024-03-17
Manizales,Medio Ambiente,4,1,2024-09-16
Barranquilla,Seguridad,3,4,2023-10-19
Cali,Salud,1,4,2023-02-01
Bogotá,Educación,2,2,2023-11-20
Cartagena,Salud,1,2,2024-03-26
Bogotá,Seguridad,3,4,2023-04-18
Bucaramanga,Educación,2,3,2024-06-25
Cartagena,Seguridad,3,1,2023-11-10
Manizales,Educación,2,4,2023-12-08
Bucaramanga,Medio Ambiente,4,4,2023-12-22
Medellín,Seguridad,3,1,2023-01-25
Cali,Educación,2,1,2023-01-05
Manizales,Medio Ambiente,4,1,2024-07-14
Barranquilla,Salud,1,1,2023-01-26
Bucaramanga,Salud,1,1,2023-10-04
Barranquilla,Educación,2,3,2024-07-05
Barranquilla,Salud,1,2,2024-02-14
Cali,Seguridad,3,1,2023-01-25
Bogotá,Educación,2,3,2023-11-20
Pereira,Medio Ambiente,4,4,2023-06-13
Manizales,Seguridad,3,4,2024-01-23
Barranquilla,Educación,2,4,2023-07-13
Manizales,Medio Ambiente,4,3,2023-07-07
Cúcuta,Educación,2,2,2024-05-19
Santa Marta,Seguridad,3,1,2024-06-19
Cartagena,Seguridad,3,3,2024-01-28
Pereira,Educación,2,4,2024-05-04
Bogotá,Medio Ambiente,4,1,2023-08-28
Santa Marta,Educación,2,3,2023-12-28
Santa Marta,Medio Ambiente,4,2,2023-06-26
Manizales,Educación,2,1,2023-02-14
Medellín,Educación,2,1,2023-08-30
Barranquilla,Educación,2,4,2023-06-18
Cartagena,Seguridad,3,1,2024-02-21
Cúcuta,Seguridad,3,2,2024-09-25
Cúcuta,Medio Ambiente,4,1,2023-06-17
Manizales,Salud,1,2,2023-12-25
Barranquilla,Educación,2,3,2024-10-04
Manizales,Medio Ambiente,4,3,2024-01-07
Medellín,Seguridad,3,3,2024-10-25
Bogotá,Seguridad,3,2,2023-01-06
Medellín,Seguridad,3,4,2024-06-22
Bucaramanga,Medio Ambiente,4,4,2024-08-02
