Ciudad,Comentario,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-10-20
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-07-19
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-06-23
Pereira,queremos más presencia policial.,Seguridad,3,2,2023-01-19
Bucaramanga,queremos más presencia policial.,Seguridad,3,1,2023-04-05
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-10-31
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-07-10
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-04-24
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-01-20
Medellín,faltan médicos en el centro de salud.,Salud,1,4,2024-08-24
Pereira,queremos más presencia policial.,Seguridad,3,1,2024-07-20
Cúcuta,queremos más presencia policial.,Seguridad,3,4,2023-03-12
Santa Marta,falta agua potable en varias casas.,Salud,1,1,2024-11-21
Pereira,falta agua potable en varias casas.,Salud,1,3,2024-12-01
Bogotá,queremos más presencia policial.,Seguridad,3,1,2023-11-12
Bogotá,falta agua potable en varias casas.,Salud,1,2,2024-09-06
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-03-23
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-10-14
Pereira,queremos más presencia policial.,Seguridad,3,2,2024-07-15
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-08-05
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-08-14
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-04-04
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-04-23
Bogotá,no hay suficientes escuelas públicas.,Educación,2,1,2023-12-04
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2024-02-10
Santa Marta,queremos más presencia policial.,Seguridad,3,3,2023-03-14
Bogotá,queremos más presencia policial.,Seguridad,3,3,2024-06-17
Bucaramanga,falta agua potable en varias casas.,Salud,1,1,2024-08-10
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-07-19
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-08-12
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-10-18
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-01-11
Manizales,no hay suficientes escuelas públicas.,Educación,2,1,2024-07-07
Manizales,no hay suficientes escuelas públicas.,Educación,2,1,2023-07-15
Bogotá,falta agua potable en varias casas.,Salud,1,3,2023-03-31
Pereira,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-05-29
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-23
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-05-20
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-01-01
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-10-26
Bogotá,faltan médicos en el centro de salud.,Salud,1,4,2024-07-04
Manizales,no hay suficientes escuelas públicas.,Educación,2,2,2024-01-25
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-11-28
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-09-19
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-04-06
Santa Marta,queremos más presencia policial.,Seguridad,3,1,2024-01-10
Cali,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-03-05
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-05-16
Cartagena,faltan médicos en el centro de salud.,Salud,1,3,2023-03-20
Medellín,queremos más presencia policial.,Seguridad,3,1,2024-10-12
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2024-02-17
Bogotá,falta agua potable en varias casas.,Salud,1,3,2024-03-04
Bogotá,queremos más presencia policial.,Seguridad,3,3,2023-09-25
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-05-14
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-09-23
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-05-21
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-04-07
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-02-08
Pereira,no hay suficientes escuelas públicas.,Educación,2,1,2024-09-14
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-07-08
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-02-04
Manizales,faltan médicos en el centro de salud.,Salud,1,2,2023-09-15
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-09-20
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-05-08
Cúcuta,queremos más presencia policial.,Seguridad,3,2,2024-04-30
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-06-27
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-11-29
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-06-14
Cúcuta,falta agua potable en varias casas.,Salud,1,2,2023-04-15
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-12-19
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-03-23
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-03-31
Bogotá,queremos más presencia policial.,Seguridad,3,3,2024-07-01
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-05-23
Barranquilla,no hay suficientes escuelas públicas.,Educación,2,3,2024-09-09
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-02-19
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-05-01
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-01-04
Bucaramanga,queremos más presencia policial.,Seguridad,3,3,2024-03-13
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-03-30
Cúcuta,queremos más presencia policial.,Seguridad,3,3,2024-08-09
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-04-15
Santa Marta,falta agua potable en varias casas.,Salud,1,3,2023-01-04
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-09-06
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,4,2023-05-23
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-05-16
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-07-08
Manizales,falta agua potable en varias casas.,Salud,1,4,2024-07-21
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-11-06
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-12-21
Bucaramanga,falta agua potable en varias casas.,Salud,1,4,2024-03-01
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-04-18
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2023-07-28
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-08-30
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,2,2024-09-25
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2023-05-06
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-12-19
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-12-13
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-08-01
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-07-04
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-08-11
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-05-11
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,3,2023-03-25
Cúcuta,queremos más presencia policial.,Seguridad,3,2,2024-07-22
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-01-26
Medellín,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-01-25
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-03-26
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-10-30
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,3,2023-09-12
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-11-17
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-05-26
Cali,queremos más presencia policial.,Seguridad,3,3,2023-04-28
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2023-04-11
Santa Marta,queremos más presencia policial.,Seguridad,3,4,2024-08-05
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-02-23
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-03-21
Barranquilla,queremos más presencia policial.,Seguridad,3,1,2024-03-03
Cali,no hay suficientes escuelas públicas.,Educación,2,3,2023-06-12
Bogotá,no hay suficientes escuelas públicas.,Educación,2,1,2024-06-02
Medellín,queremos más presencia policial.,Seguridad,3,4,2024-03-17
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-12-07
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-02-27
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-02-10
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-11-14
Barranquilla,faltan médicos en el centro de salud.,Salud,1,1,2023-04-07
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-05-20
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-05-12
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-03-22
Barranquilla,queremos más presencia policial.,Seguridad,3,2,2023-08-27
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-11-19
Manizales,no hay suficientes escuelas públicas.,Educación,2,4,2023-10-22
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-07-11
Cúcuta,falta agua potable en varias casas.,Salud,1,1,2023-11-07
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-11-10
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-06-30
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-08-31
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-08-20
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-08-02
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-08-12
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-05-12
Pereira,falta agua potable en varias casas.,Salud,1,4,2024-05-20
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-08-12
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-09-28
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-03-12
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-04-06
Cartagena,falta agua potable en varias casas.,Salud,1,3,2023-11-06
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-07-01
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-10-18
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-03-20
Bucaramanga,falta agua potable en varias casas.,Salud,1,3,2024-01-10
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-11-06
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-04-09
Medellín,queremos más presencia policial.,Seguridad,3,4,2023-01-22
Cúcuta,queremos más presencia policial.,Seguridad,3,2,2023-04-01
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-11-21
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-04-10
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-09-05
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-02-15
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-08-22
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-06-17
Medellín,faltan médicos en el centro de salud.,Salud,1,2,2023-05-13
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-11-20
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-06-30
Pereira,no hay suficientes escuelas públicas.,Educación,2,2,2023-10-25
Medellín,falta agua potable en varias casas.,Salud,1,1,2023-10-02
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-01-02
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-08-18
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-11-19
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-10-30
Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-05-22
Bogotá,queremos más presencia policial.,Seguridad,3,1,2023-10-29
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-01-13
Cartagena,no hay suficientes escuelas públicas.,Educación,2,1,2023-03-25
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-12-06
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,3,2024-01-21
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2024-01-02
Manizales,no hay suficientes escuelas públicas.,Educación,2,2,2023-06-15
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-12-09
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-02-15
Pereira,faltan médicos en el centro de salud.,Salud,1,3,2024-02-03
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-09-30
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-06-24
Pereira,faltan médicos en el centro de salud.,Salud,1,1,2024-08-08
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-10-07
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-09-08
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-01-24
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-11-30
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-02-27
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-02-25
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-12-03
Medellín,faltan médicos en el centro de salud.,Salud,1,4,2023-06-15
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-02-13
Cali,no hay suficientes escuelas públicas.,Educación,2,3,2024-06-09
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-07-13
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2023-11-13
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-10-17
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-10-20
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-08-12
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-05-27
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-01-12
Cartagena,no hay suficientes escuelas públicas.,Educación,2,1,2024-03-15
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-10-31
Manizales,queremos más presencia policial.,Seguridad,3,3,2024-07-03
Pereira,falta agua potable en varias casas.,Salud,1,2,2024-08-03
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-03-21
Cúcuta,faltan médicos en el centro de salud.,Salud,1,3,2023-05-28
Cali,falta agua potable en varias casas.,Salud,1,1,2024-08-16
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-11-24
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-11-29
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-01-23
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2023-03-21
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-04-26
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-03-01
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-11-08
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-06-08
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-03-15
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,2,2024-01-19
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-09-10
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-08-04
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-01-14
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-11-14
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-04-20
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-10-12
Cali,falta agua potable en varias casas.,Salud,1,1,2024-07-01
